Date,Park_Name,Is_Weekend,Is_Holiday,Ticket_Price,Base_Visitors,Max_Temp,Avg_Temp,Rainfall,Adjusted_Visitors,Adjusted_Revenue,rowid
4/24/20,Epcot,0,0,102,27707,79,76,0.65,19949,2034802,5068
4/24/20,Universal Studios,0,0,115,38783,79,76,0.65,27924,3211232,5069
4/24/20,Islands of Adventure,0,0,115,28889,79,76,0.65,20800,2392009,5070
4/25/20,Magic Kingdom,1,0,109,87375,88,74,0.0,78638,8571488,5071
4/25/20,Hollywood Studios,1,0,102,41937,88,74,0.0,37743,3849817,5072
4/25/20,Animal Kingdom,1,0,102,36344,88,74,0.0,32710,3336379,5073
4/25/20,Epcot,1,0,102,37447,88,74,0.0,33702,3437635,5074
4/25/20,Universal Studios,1,0,115,54279,88,74,0.0,48851,5617877,5075
4/25/20,Islands of Adventure,1,0,115,36333,88,74,0.0,32700,3760466,5076
4/26/20,Magic Kingdom,1,0,109,84445,89,81,0.0,76001,8284055,5077
4/26/20,Hollywood Studios,1,0,102,37063,89,81,0.0,33357,3402383,5078
4/26/20,Animal Kingdom,1,0,102,35241,89,81,0.0,31717,3235124,5079
4/26/20,Epcot,1,0,102,38669,89,81,0.0,34802,3549814,5080
4/26/20,Universal Studios,1,0,115,42505,89,81,0.0,38255,4399268,5081
4/26/20,Islands of Adventure,1,0,115,38988,89,81,0.0,35089,4035258,5082
4/27/20,Magic Kingdom,0,0,109,61282,80,72,0.0,55154,6011764,5083
4/27/20,Hollywood Studios,0,0,102,32841,80,72,0.0,29557,3014804,5084
4/27/20,Animal Kingdom,0,0,102,31449,80,72,0.0,28304,2887018,5085
4/27/20,Epcot,0,0,102,28823,80,72,0.0,25941,2645951,5086
4/27/20,Universal Studios,0,0,115,37732,80,72,0.0,33959,3905262,5087
4/27/20,Islands of Adventure,0,0,115,35706,80,72,0.0,32135,3695571,5088
4/28/20,Magic Kingdom,0,0,109,62528,83,70,0.0,56275,6133997,5089
4/28/20,Hollywood Studios,0,0,102,37380,83,70,0.0,33642,3431484,5090
4/28/20,Animal Kingdom,0,0,102,28709,83,70,0.0,25838,2635486,5091
4/28/20,Epcot,0,0,102,29841,83,70,0.0,26857,2739404,5092
4/28/20,Universal Studios,0,0,115,41546,83,70,0.0,37391,4300011,5093
4/28/20,Islands of Adventure,0,0,115,27978,83,70,0.0,25180,2895723,5094
4/29/20,Magic Kingdom,0,0,109,63314,88,74,0.0,56983,6211103,5095
4/29/20,Hollywood Studios,0,0,102,30148,88,74,0.0,27133,2767586,5096
4/29/20,Animal Kingdom,0,0,102,27698,88,74,0.0,24928,2542676,5097
4/29/20,Epcot,0,0,102,29886,88,74,0.0,26897,2743535,5098
4/29/20,Universal Studios,0,0,115,42095,88,74,0.0,37886,4356833,5099
4/29/20,Islands of Adventure,0,0,115,26791,88,74,0.0,24112,2772869,5100
4/30/20,Magic Kingdom,0,0,109,64404,83,75,0.6,46371,5054426,5101
4/30/20,Hollywood Studios,0,0,102,37199,83,75,0.6,26783,2731895,5102
4/30/20,Animal Kingdom,0,0,102,25843,83,75,0.6,18607,1897910,5103
4/30/20,Epcot,0,0,102,29270,83,75,0.6,21074,2149589,5104
4/30/20,Universal Studios,0,0,115,42478,83,75,0.6,30584,3517178,5105
4/30/20,Islands of Adventure,0,0,115,27790,83,75,0.6,20009,2301012,5106
5/1/20,Magic Kingdom,0,0,109,61592,82,69,0.0,55433,6042175,5107
5/1/20,Hollywood Studios,0,0,102,37897,82,69,0.0,34107,3478945,5108
5/1/20,Animal Kingdom,0,0,102,25910,82,69,0.0,23319,2378538,5109
5/1/20,Epcot,0,0,102,27574,82,69,0.0,24817,2531293,5110
5/1/20,Universal Studios,0,0,115,43896,82,69,0.0,39506,4543236,5111
5/1/20,Islands of Adventure,0,0,115,27250,82,69,0.0,24525,2820375,5112
5/2/20,Magic Kingdom,1,0,109,83952,87,73,0.0,75557,8235691,5113
5/2/20,Hollywood Studios,1,0,102,42023,87,73,0.0,37821,3857711,5114
5/2/20,Animal Kingdom,1,0,102,36818,87,73,0.0,33136,3379892,5115
5/2/20,Epcot,1,0,102,41649,87,73,0.0,37484,3823378,5116
5/2/20,Universal Studios,1,0,115,45593,87,73,0.0,41034,4718876,5117
5/2/20,Islands of Adventure,1,0,115,41486,87,73,0.0,37337,4293801,5118
5/3/20,Magic Kingdom,1,0,109,75843,88,75,0.0,68259,7440198,5119
5/3/20,Hollywood Studios,1,0,102,44802,88,75,0.0,40322,4112824,5120
5/3/20,Animal Kingdom,1,0,102,37197,88,75,0.0,33477,3414685,5121
5/3/20,Epcot,1,0,102,44673,88,75,0.0,40206,4100981,5122
5/3/20,Universal Studios,1,0,115,44972,88,75,0.0,40475,4654602,5123
5/3/20,Islands of Adventure,1,0,115,38316,88,75,0.0,34484,3965706,5124
5/4/20,Magic Kingdom,0,0,109,61887,90,77,0.0,55698,6071115,5125
5/4/20,Hollywood Studios,0,0,102,32787,90,77,0.0,29508,3009847,5126
5/4/20,Animal Kingdom,0,0,102,26199,90,77,0.0,23579,2405068,5127
5/4/20,Epcot,0,0,102,26611,90,77,0.0,23950,2442890,5128
5/4/20,Universal Studios,0,0,115,36973,90,77,0.0,33276,3826706,5129
5/4/20,Islands of Adventure,0,0,115,34024,90,77,0.0,30622,3521484,5130
5/5/20,Magic Kingdom,0,0,109,62313,91,79,0.0,56082,6112905,5131
5/5/20,Hollywood Studios,0,0,102,34204,91,79,0.0,30784,3139927,5132
5/5/20,Animal Kingdom,0,0,102,26813,91,79,0.0,24132,2461433,5133
5/5/20,Epcot,0,0,102,26124,91,79,0.0,23512,2398183,5134
5/5/20,Universal Studios,0,0,115,42549,91,79,0.0,38294,4403822,5135
5/5/20,Islands of Adventure,0,0,115,25361,91,79,0.0,22825,2624864,5136
5/6/20,Magic Kingdom,0,0,109,60723,91,79,0.0,54651,5956926,5137
5/6/20,Hollywood Studios,0,0,102,30342,91,79,0.0,27308,2785396,5138
5/6/20,Animal Kingdom,0,0,102,28990,91,79,0.0,26091,2661282,5139
5/6/20,Epcot,0,0,102,29420,91,79,0.0,26478,2700756,5140
5/6/20,Universal Studios,0,0,115,37143,91,79,0.0,33429,3844301,5141
5/6/20,Islands of Adventure,0,0,115,33638,91,79,0.0,30274,3481533,5142
5/7/20,Magic Kingdom,0,0,109,61568,78,72,0.0,55411,6039821,5143
5/7/20,Hollywood Studios,0,0,102,31330,78,72,0.0,28197,2876094,5144
5/7/20,Animal Kingdom,0,0,102,34036,78,72,0.0,30632,3124505,5145
5/7/20,Epcot,0,0,102,26291,78,72,0.0,23662,2413514,5146
5/7/20,Universal Studios,0,0,115,43378,78,72,0.0,39040,4489623,5147
5/7/20,Islands of Adventure,0,0,115,38606,78,72,0.0,34745,3995721,5148
5/8/20,Magic Kingdom,0,0,109,62647,86,69,0.0,56382,6145671,5149
5/8/20,Hollywood Studios,0,0,102,33093,86,69,0.0,29784,3037937,5150
5/8/20,Animal Kingdom,0,0,102,25162,86,69,0.0,22646,2309872,5151
5/8/20,Epcot,0,0,102,26909,86,69,0.0,24218,2470246,5152
5/8/20,Universal Studios,0,0,115,41038,86,69,0.0,36934,4247433,5153
5/8/20,Islands of Adventure,0,0,115,27353,86,69,0.0,24618,2831036,5154
5/9/20,Magic Kingdom,1,0,109,75046,87,75,0.0,67541,7362013,5155
5/9/20,Hollywood Studios,1,0,102,43087,87,75,0.0,38778,3955387,5156
5/9/20,Animal Kingdom,1,0,102,31612,87,75,0.0,28451,2901982,5157
5/9/20,Epcot,1,0,102,40342,87,75,0.0,36308,3703396,5158
5/9/20,Universal Studios,1,0,115,50200,87,75,0.0,45180,5195700,5159
5/9/20,Islands of Adventure,1,0,115,35922,87,75,0.0,32330,3717927,5160
5/10/20,Magic Kingdom,1,0,109,86968,83,74,0.0,78271,8531561,5161
5/10/20,Hollywood Studios,1,0,102,39691,83,74,0.0,35722,3643634,5162
5/10/20,Animal Kingdom,1,0,102,39526,83,74,0.0,35573,3628487,5163
5/10/20,Epcot,1,0,102,43011,83,74,0.0,38710,3948410,5164
5/10/20,Universal Studios,1,0,115,45819,83,74,0.0,41237,4742267,5165
5/10/20,Islands of Adventure,1,0,115,44135,83,74,0.0,39722,4567973,5166
5/11/20,Magic Kingdom,0,0,109,63430,88,75,0.0,57087,6222483,5167
5/11/20,Hollywood Studios,0,0,102,37520,88,75,0.0,33768,3444336,5168
5/11/20,Animal Kingdom,0,0,102,31307,88,75,0.0,28176,2873983,5169
5/11/20,Epcot,0,0,102,29558,88,75,0.0,26602,2713424,5170
5/11/20,Universal Studios,0,0,115,42118,88,75,0.0,37906,4359213,5171
5/11/20,Islands of Adventure,0,0,115,26766,88,75,0.0,24089,2770281,5172
5/12/20,Magic Kingdom,0,0,109,61665,87,74,0.0,55499,6049337,5173
5/12/20,Hollywood Studios,0,0,102,34933,87,74,0.0,31440,3206849,5174
5/12/20,Animal Kingdom,0,0,102,25299,87,74,0.0,22769,2322448,5175
5/12/20,Epcot,0,0,102,26090,87,74,0.0,23481,2395062,5176
5/12/20,Universal Studios,0,0,115,42469,87,74,0.0,38222,4395542,5177
5/12/20,Islands of Adventure,0,0,115,37017,87,74,0.0,33315,3831260,5178
5/13/20,Magic Kingdom,0,0,109,64804,86,74,0.0,58324,6357272,5179
5/13/20,Hollywood Studios,0,0,102,30565,86,74,0.0,27509,2805867,5180
5/13/20,Animal Kingdom,0,0,102,34932,86,74,0.0,31439,3206758,5181
5/13/20,Epcot,0,0,102,27473,86,74,0.0,24726,2522021,5182
5/13/20,Universal Studios,0,0,115,38786,86,74,0.0,34907,4014351,5183
5/13/20,Islands of Adventure,0,0,115,27196,86,74,0.0,24476,2814786,5184
5/14/20,Magic Kingdom,0,0,109,61411,85,75,0.0,55270,6024419,5185
5/14/20,Hollywood Studios,0,0,102,38247,85,75,0.0,34422,3511075,5186
5/14/20,Animal Kingdom,0,0,102,29261,85,75,0.0,26335,2686160,5187
5/14/20,Epcot,0,0,102,27780,85,75,0.0,25002,2550204,5188
5/14/20,Universal Studios,0,0,115,36575,85,75,0.0,32918,3785513,5189
5/14/20,Islands of Adventure,0,0,115,30754,85,75,0.0,27679,3183039,5190
5/15/20,Magic Kingdom,0,0,109,60646,88,77,0.03,49123,5354435,5191
5/15/20,Hollywood Studios,0,0,102,33605,88,77,0.03,27220,2776445,5192
5/15/20,Animal Kingdom,0,0,102,31462,88,77,0.03,25484,2599390,5193
5/15/20,Epcot,0,0,102,25714,88,77,0.03,20828,2124491,5194
5/15/20,Universal Studios,0,0,115,40250,88,77,0.03,32603,3749288,5195
5/15/20,Islands of Adventure,0,0,115,32550,88,77,0.03,26366,3032033,5196
5/16/20,Magic Kingdom,1,0,109,80789,88,77,0.13,65439,7132861,5197
5/16/20,Hollywood Studios,1,0,102,36283,88,77,0.13,29389,2997701,5198
5/16/20,Animal Kingdom,1,0,102,34244,88,77,0.13,27738,2829239,5199
5/16/20,Epcot,1,0,102,37459,88,77,0.13,30342,3094863,5200
5/16/20,Universal Studios,1,0,115,41158,88,77,0.13,33338,3833868,5201
5/16/20,Islands of Adventure,1,0,115,40283,88,77,0.13,32629,3752361,5202
5/17/20,Magic Kingdom,1,0,109,87697,93,79,0.0,78927,8603076,5203
5/17/20,Hollywood Studios,1,0,102,41632,93,79,0.0,37469,3821818,5204
5/17/20,Animal Kingdom,1,0,102,38923,93,79,0.0,35031,3573131,5205
5/17/20,Epcot,1,0,102,40216,93,79,0.0,36194,3691829,5206
5/17/20,Universal Studios,1,0,115,46328,93,79,0.0,41695,4794948,5207
5/17/20,Islands of Adventure,1,0,115,40931,93,79,0.0,36838,4236359,5208
5/18/20,Magic Kingdom,0,0,109,61073,89,78,0.02,49469,5392135,5209
5/18/20,Hollywood Studios,0,0,102,31407,89,78,0.02,25440,2594846,5210
5/18/20,Animal Kingdom,0,0,102,34840,89,78,0.02,28220,2878481,5211
5/18/20,Epcot,0,0,102,25388,89,78,0.02,20564,2097557,5212
5/18/20,Universal Studios,0,0,115,43472,89,78,0.02,35212,4049417,5213
5/18/20,Islands of Adventure,0,0,115,26972,89,78,0.02,21847,2512442,5214
5/19/20,Magic Kingdom,0,0,109,63676,94,79,0.0,57308,6246616,5215
5/19/20,Hollywood Studios,0,0,102,30794,94,79,0.0,27715,2826889,5216
5/19/20,Animal Kingdom,0,0,102,25637,94,79,0.0,23073,2353477,5217
5/19/20,Epcot,0,0,102,25085,94,79,0.0,22577,2302803,5218
5/19/20,Universal Studios,0,0,115,40787,94,79,0.0,36708,4221455,5219
5/19/20,Islands of Adventure,0,0,115,30784,94,79,0.0,27706,3186144,5220
5/20/20,Magic Kingdom,0,0,109,61657,93,79,0.0,55491,6048552,5221
5/20/20,Hollywood Studios,0,0,102,37113,93,79,0.0,33402,3406973,5222
5/20/20,Animal Kingdom,0,0,102,34162,93,79,0.0,30746,3136072,5223
5/20/20,Epcot,0,0,102,28826,93,79,0.0,25943,2646227,5224
5/20/20,Universal Studios,0,0,115,38415,93,79,0.0,34574,3975953,5225
5/20/20,Islands of Adventure,0,0,115,33508,93,79,0.0,30157,3468078,5226
5/21/20,Magic Kingdom,0,0,109,60699,95,82,0.21,49166,5359115,5227
5/21/20,Hollywood Studios,0,0,102,30118,95,82,0.21,24396,2488349,5228
5/21/20,Animal Kingdom,0,0,102,28448,95,82,0.21,23043,2350374,5229
5/21/20,Epcot,0,0,102,27193,95,82,0.21,22026,2246686,5230
5/21/20,Universal Studios,0,0,115,39512,95,82,0.21,32005,3680543,5231
5/21/20,Islands of Adventure,0,0,115,35013,95,82,0.21,28361,3261461,5232
5/22/20,Magic Kingdom,0,0,109,61334,94,78,0.0,55201,6016865,5233
5/22/20,Hollywood Studios,0,0,102,30648,94,78,0.0,27583,2813486,5234
5/22/20,Animal Kingdom,0,0,102,27641,94,78,0.0,24877,2537444,5235
5/22/20,Epcot,0,0,102,29469,94,78,0.0,26522,2705254,5236
5/22/20,Universal Studios,0,0,115,43092,94,78,0.0,38783,4460022,5237
5/22/20,Islands of Adventure,0,0,115,32867,94,78,0.0,29580,3401735,5238
5/23/20,Magic Kingdom,1,0,109,76118,92,81,0.0,68506,7467176,5239
5/23/20,Hollywood Studios,1,0,102,39138,92,81,0.0,35224,3592868,5240
5/23/20,Animal Kingdom,1,0,102,30304,92,81,0.0,27274,2781907,5241
5/23/20,Epcot,1,0,102,40735,92,81,0.0,36662,3739473,5242
5/23/20,Universal Studios,1,0,115,47873,92,81,0.0,43086,4954856,5243
5/23/20,Islands of Adventure,1,0,115,35103,92,81,0.0,31593,3633161,5244
5/24/20,Magic Kingdom,1,0,109,86467,87,80,0.01,70038,7634171,5245
5/24/20,Hollywood Studios,1,0,102,39870,87,80,0.01,32295,3294059,5246
5/24/20,Animal Kingdom,1,0,102,37818,87,80,0.01,30633,3124523,5247
5/24/20,Epcot,1,0,102,40060,87,80,0.01,32449,3309757,5248
5/24/20,Universal Studios,1,0,115,52218,87,80,0.01,42297,4864107,5249
5/24/20,Islands of Adventure,1,0,115,44223,87,80,0.01,35821,4119372,5250
5/25/20,Magic Kingdom,0,1,129,87523,77,75,0.22,70894,9145278,5251
5/25/20,Hollywood Studios,0,1,122,36523,77,75,0.22,29584,3609203,5252
5/25/20,Animal Kingdom,0,1,122,34258,77,75,0.22,27749,3385376,5253
5/25/20,Epcot,0,1,122,37424,77,75,0.22,30313,3698240,5254
5/25/20,Universal Studios,0,1,124,42240,77,75,0.22,34214,4242586,5255
5/25/20,Islands of Adventure,0,1,124,38134,77,75,0.22,30889,3830179,5256
5/26/20,Magic Kingdom,0,0,109,62910,89,79,0.36,50957,5554324,5257
5/26/20,Hollywood Studios,0,0,102,32198,89,79,0.36,26080,2660199,5258
5/26/20,Animal Kingdom,0,0,102,33670,89,79,0.36,27273,2781815,5259
5/26/20,Epcot,0,0,102,26878,89,79,0.36,21771,2220660,5260
5/26/20,Universal Studios,0,0,115,38925,89,79,0.36,31529,3625864,5261
5/26/20,Islands of Adventure,0,0,115,29955,89,79,0.36,24264,2790308,5262
5/27/20,Magic Kingdom,0,0,109,62155,88,77,0.22,50346,5487665,5263
5/27/20,Hollywood Studios,0,0,102,32468,88,77,0.22,26299,2682506,5264
5/27/20,Animal Kingdom,0,0,102,33682,88,77,0.22,27282,2782807,5265
5/27/20,Epcot,0,0,102,27750,88,77,0.22,22478,2292705,5266
5/27/20,Universal Studios,0,0,115,35833,88,77,0.22,29025,3337844,5267
5/27/20,Islands of Adventure,0,0,115,25391,88,77,0.22,20567,2365172,5268
5/28/20,Magic Kingdom,0,0,109,61819,93,78,1.45,44510,4851555,5269
5/28/20,Hollywood Studios,0,0,102,31159,93,78,1.45,22434,2288317,5270
5/28/20,Animal Kingdom,0,0,102,29696,93,78,1.45,21381,2180874,5271
5/28/20,Epcot,0,0,102,27522,93,78,1.45,19816,2021216,5272
5/28/20,Universal Studios,0,0,115,35876,93,78,1.45,25831,2970533,5273
5/28/20,Islands of Adventure,0,0,115,33875,93,78,1.45,24390,2804850,5274
5/29/20,Magic Kingdom,0,0,109,61214,92,78,0.02,49583,5404584,5275
5/29/20,Hollywood Studios,0,0,102,37644,92,78,0.02,30492,3110147,5276
5/29/20,Animal Kingdom,0,0,102,26461,92,78,0.02,21433,2186208,5277
5/29/20,Epcot,0,0,102,27972,92,78,0.02,22657,2311047,5278
5/29/20,Universal Studios,0,0,115,42125,92,78,0.02,34121,3923944,5279
5/29/20,Islands of Adventure,0,0,115,39156,92,78,0.02,31716,3647381,5280
5/30/20,Magic Kingdom,1,0,109,75289,93,80,1.18,54208,5908681,5281
5/30/20,Hollywood Studios,1,0,102,42880,93,80,1.18,30874,3149107,5282
5/30/20,Animal Kingdom,1,0,102,34064,93,80,1.18,24526,2501660,5283
5/30/20,Epcot,1,0,102,43372,93,80,1.18,31228,3185240,5284
5/30/20,Universal Studios,1,0,115,53132,93,80,1.18,38255,4399330,5285
5/30/20,Islands of Adventure,1,0,115,40305,93,80,1.18,29020,3337254,5286
5/31/20,Magic Kingdom,1,0,109,82650,94,80,0.0,74385,8107965,5287
5/31/20,Hollywood Studios,1,0,102,35642,94,80,0.0,32078,3271936,5288
5/31/20,Animal Kingdom,1,0,102,31684,94,80,0.0,28516,2908591,5289
5/31/20,Epcot,1,0,102,42414,94,80,0.0,38173,3893605,5290
5/31/20,Universal Studios,1,0,115,45743,94,80,0.0,41169,4734401,5291
5/31/20,Islands of Adventure,1,0,115,44898,94,80,0.0,40408,4646943,5292
6/1/20,Magic Kingdom,0,0,109,62138,91,83,0.0,55924,6095738,5293
6/1/20,Hollywood Studios,0,0,102,30301,91,83,0.0,27271,2781632,5294
6/1/20,Animal Kingdom,0,0,102,28612,91,83,0.0,25751,2626582,5295
6/1/20,Epcot,0,0,102,28845,91,83,0.0,25961,2647971,5296
6/1/20,Universal Studios,0,0,115,39577,91,83,0.0,35619,4096220,5297
6/1/20,Islands of Adventure,0,0,115,36019,91,83,0.0,32417,3727967,5298
6/2/20,Magic Kingdom,0,0,109,62467,82,78,0.32,50598,5515211,5299
6/2/20,Hollywood Studios,0,0,102,32013,82,78,0.32,25931,2644914,5300
6/2/20,Animal Kingdom,0,0,102,29861,82,78,0.32,24187,2467116,5301
6/2/20,Epcot,0,0,102,28996,82,78,0.32,23487,2395650,5302
6/2/20,Universal Studios,0,0,115,37537,82,78,0.32,30405,3496572,5303
6/2/20,Islands of Adventure,0,0,115,29833,82,78,0.32,24165,2778944,5304
6/3/20,Magic Kingdom,0,0,109,62483,85,78,0.01,50611,5516624,5305
6/3/20,Hollywood Studios,0,0,102,30732,85,78,0.01,24893,2539078,5306
6/3/20,Animal Kingdom,0,0,102,28664,85,78,0.01,23218,2368220,5307
6/3/20,Epcot,0,0,102,29322,85,78,0.01,23751,2422584,5308
6/3/20,Universal Studios,0,0,115,39589,85,78,0.01,32067,3687715,5309
6/3/20,Islands of Adventure,0,0,115,33040,85,78,0.01,26762,3077676,5310
6/4/20,Magic Kingdom,0,0,109,64116,79,75,2.07,46164,5031824,5311
6/4/20,Hollywood Studios,0,0,102,36207,79,75,2.07,26069,2659042,5312
6/4/20,Animal Kingdom,0,0,102,34719,79,75,2.07,24998,2549763,5313
6/4/20,Epcot,0,0,102,27653,79,75,2.07,19910,2030836,5314
6/4/20,Universal Studios,0,0,115,44527,79,75,2.07,32059,3686836,5315
6/4/20,Islands of Adventure,0,0,115,39772,79,75,2.07,28636,3293122,5316
6/5/20,Magic Kingdom,0,0,109,63266,91,77,0.11,51245,5585755,5317
6/5/20,Hollywood Studios,0,0,102,32399,91,77,0.11,26243,2676805,5318
6/5/20,Animal Kingdom,0,0,102,25472,91,77,0.11,20632,2104497,5319
6/5/20,Epcot,0,0,102,28829,91,77,0.11,23351,2381852,5320
6/5/20,Universal Studios,0,0,115,43867,91,77,0.11,35532,4086211,5321
6/5/20,Islands of Adventure,0,0,115,37030,91,77,0.11,29994,3449345,5322
6/6/20,Magic Kingdom,1,0,109,87790,82,77,0.66,63209,6889759,5323
6/6/20,Hollywood Studios,1,0,102,40216,82,77,0.66,28956,2953463,5324
6/6/20,Animal Kingdom,1,0,102,33794,82,77,0.66,24332,2481831,5325
6/6/20,Epcot,1,0,102,39390,82,77,0.66,28361,2892802,5326
6/6/20,Universal Studios,1,0,115,52575,82,77,0.66,37854,4353210,5327
6/6/20,Islands of Adventure,1,0,115,44769,82,77,0.66,32234,3706873,5328
6/7/20,Magic Kingdom,1,0,109,80773,86,79,1.04,58157,6339065,5329
6/7/20,Hollywood Studios,1,0,102,38166,86,79,1.04,27480,2802911,5330
6/7/20,Animal Kingdom,1,0,102,30512,86,79,1.04,21969,2240801,5331
6/7/20,Epcot,1,0,102,44189,86,79,1.04,31816,3245240,5332
6/7/20,Universal Studios,1,0,115,51893,86,79,1.04,37363,4296740,5333
6/7/20,Islands of Adventure,1,0,115,36173,86,79,1.04,26045,2995124,5334
6/8/20,Magic Kingdom,0,0,109,63804,93,81,0.0,57424,6259172,5335
6/8/20,Hollywood Studios,0,0,102,31662,93,81,0.0,28496,2906572,5336
6/8/20,Animal Kingdom,0,0,102,25168,93,81,0.0,22651,2310422,5337
6/8/20,Epcot,0,0,102,29612,93,81,0.0,26651,2718382,5338
6/8/20,Universal Studios,0,0,115,36984,93,81,0.0,33286,3827844,5339
6/8/20,Islands of Adventure,0,0,115,32340,93,81,0.0,29106,3347190,5340
6/9/20,Magic Kingdom,0,0,109,63933,92,83,0.03,51786,5644645,5341
6/9/20,Hollywood Studios,0,0,102,37948,92,83,0.03,30738,3135264,5342
6/9/20,Animal Kingdom,0,0,102,30651,92,83,0.03,24827,2532386,5343
6/9/20,Epcot,0,0,102,26149,92,83,0.03,21181,2160430,5344
6/9/20,Universal Studios,0,0,115,44362,92,83,0.03,35933,4132320,5345
6/9/20,Islands of Adventure,0,0,115,36556,92,83,0.03,29610,3405191,5346
6/10/20,Magic Kingdom,0,0,109,61170,96,81,0.15,49548,5400699,5347
6/10/20,Hollywood Studios,0,0,102,34692,96,81,0.15,28101,2866253,5348
6/10/20,Animal Kingdom,0,0,102,32097,96,81,0.15,25999,2651854,5349
6/10/20,Epcot,0,0,102,26278,96,81,0.15,21285,2171088,5350
6/10/20,Universal Studios,0,0,115,36222,96,81,0.15,29340,3374079,5351
6/10/20,Islands of Adventure,0,0,115,30044,96,81,0.15,24336,2798599,5352
6/11/20,Magic Kingdom,0,0,109,61137,91,80,0.04,49521,5397786,5353
6/11/20,Hollywood Studios,0,0,102,33535,91,80,0.04,27163,2770662,5354
6/11/20,Animal Kingdom,0,0,102,28251,91,80,0.04,22883,2334098,5355
6/11/20,Epcot,0,0,102,28744,91,80,0.04,23283,2374829,5356
6/11/20,Universal Studios,0,0,115,38964,91,80,0.04,31561,3629497,5357
6/11/20,Islands of Adventure,0,0,115,27515,91,80,0.04,22287,2563022,5358
6/12/20,Magic Kingdom,0,0,109,64202,91,81,0.0,57782,6298216,5359
6/12/20,Hollywood Studios,0,0,102,34925,91,81,0.0,31433,3206115,5360
6/12/20,Animal Kingdom,0,0,102,30504,91,81,0.0,27454,2800267,5361
6/12/20,Epcot,0,0,102,28429,91,81,0.0,25586,2609782,5362
6/12/20,Universal Studios,0,0,115,40341,91,81,0.0,36307,4175294,5363
6/12/20,Islands of Adventure,0,0,115,33165,91,81,0.0,29849,3432578,5364
6/13/20,Magic Kingdom,1,0,109,77657,88,80,0.0,69891,7618152,5365
6/13/20,Hollywood Studios,1,0,102,36530,88,80,0.0,32877,3353454,5366
6/13/20,Animal Kingdom,1,0,102,31254,88,80,0.0,28129,2869117,5367
6/13/20,Epcot,1,0,102,43700,88,80,0.0,39330,4011660,5368
6/13/20,Universal Studios,1,0,115,53802,88,80,0.0,48422,5568507,5369
6/13/20,Islands of Adventure,1,0,115,37528,88,80,0.0,33775,3884148,5370
6/14/20,Magic Kingdom,1,0,109,77347,91,79,0.49,62651,6828967,5371
6/14/20,Hollywood Studios,1,0,102,39586,91,79,0.49,32065,3270595,5372
6/14/20,Animal Kingdom,1,0,102,36244,91,79,0.49,29358,2994479,5373
6/14/20,Epcot,1,0,102,38248,91,79,0.49,30981,3160050,5374
6/14/20,Universal Studios,1,0,115,44548,91,79,0.49,36084,4149646,5375
6/14/20,Islands of Adventure,1,0,115,43656,91,79,0.49,35361,4066556,5376
6/15/20,Magic Kingdom,0,0,109,64375,91,80,0.0,57938,6315188,5377
6/15/20,Hollywood Studios,0,0,102,37022,91,80,0.0,33320,3398620,5378
6/15/20,Animal Kingdom,0,0,102,33625,91,80,0.0,30263,3086775,5379
6/15/20,Epcot,0,0,102,26273,91,80,0.0,23646,2411861,5380
6/15/20,Universal Studios,0,0,115,38982,91,80,0.0,35084,4034637,5381
6/15/20,Islands of Adventure,0,0,115,31470,91,80,0.0,28323,3257145,5382
6/16/20,Magic Kingdom,0,0,109,64328,89,78,0.0,57895,6310577,5383
6/16/20,Hollywood Studios,0,0,102,31062,89,78,0.0,27956,2851492,5384
6/16/20,Animal Kingdom,0,0,102,27091,89,78,0.0,24382,2486954,5385
6/16/20,Epcot,0,0,102,27920,89,78,0.0,25128,2563056,5386
6/16/20,Universal Studios,0,0,115,43893,89,78,0.0,39504,4542926,5387
6/16/20,Islands of Adventure,0,0,115,37553,89,78,0.0,33798,3886736,5388
6/17/20,Magic Kingdom,0,0,109,63551,90,78,0.1,51476,5610918,5389
6/17/20,Hollywood Studios,0,0,102,37488,90,78,0.1,30365,3097259,5390
6/17/20,Animal Kingdom,0,0,102,34916,90,78,0.1,28282,2884760,5391
6/17/20,Epcot,0,0,102,28873,90,78,0.1,23387,2385487,5392
6/17/20,Universal Studios,0,0,115,38310,90,78,0.1,31031,3568577,5393
6/17/20,Islands of Adventure,0,0,115,37022,90,78,0.1,29988,3448599,5394
6/18/20,Magic Kingdom,0,0,109,64384,92,79,2.01,46356,5052856,5395
6/18/20,Hollywood Studios,0,0,102,37930,92,79,2.01,27310,2785579,5396
6/18/20,Animal Kingdom,0,0,102,29040,92,79,2.01,20909,2132698,5397
6/18/20,Epcot,0,0,102,27260,92,79,2.01,19627,2001974,5398
6/18/20,Universal Studios,0,0,115,41538,92,79,2.01,29907,3439346,5399
6/18/20,Islands of Adventure,0,0,115,30496,92,79,2.01,21957,2525069,5400
6/19/20,Magic Kingdom,0,0,109,64980,89,78,0.1,52634,5737084,5401
6/19/20,Hollywood Studios,0,0,102,35661,89,78,0.1,28885,2946312,5402
6/19/20,Animal Kingdom,0,0,102,34643,89,78,0.1,28061,2862205,5403
6/19/20,Epcot,0,0,102,26181,89,78,0.1,21207,2163074,5404
6/19/20,Universal Studios,0,0,115,39429,89,78,0.1,31937,3672811,5405
6/19/20,Islands of Adventure,0,0,115,33080,89,78,0.1,26795,3081402,5406
